content,score,Label
Tarif terjangkau tapi untuk ngetik alamat yang dituju sangat susah mencarinya tidak semua alamat ada tolong diperbaiki ya biar tidak salah alamat,1,Negatif
harga sudah tertera di aplikasi tetapi driver nelpon minta tambah..,1,Negatif
"Maafkan kali ini amat sangat kecewa sama si kuning ini, udah unistal ulang dan dowload berkali² tetep saja tiap order ngak bisa chat drivernya selalu kembali ke halaman awal,masalahnya maxim belum punya titik map yang banyak kaya aplikasi lain, jdi harus nyari titik terdekat baru di chat alamat pastinya, klo kita ngak bisa chat ke drivernya kan bangke nih aplikasi, ngak bisa di batalin pula orderannya karena ngak muncul chat sma driver. 😡😟😖😔",1,Negatif
Tolong dipertegas ke petugas ojol nya yg kadang suka minta di lebihkan jdi ga sesuai sama yg harga di aplikasi. Murah sih murah tapi suka minta dilebihin. Sedikit saran aja min,4,Positif
"Aplikasinya ada yang error abis saya order, gabisa di cancel. Harus si driver yang cancel(food&shop)",1,Negatif
"Kok ga bisa masuk, padahal jaringan data atau WiFi lancar, malah periksa layanan",1,Negatif
Aplikasi masih ribet tidak simple sampai jarak tidak di temukan . Mohon perbaikan kedepan nya,1,Negatif
"pas uda pesen dan dapet driver tapi tida bisa diklik untuk chat drivernya suda dapet driver dan suda diantarkan tiba² pesan sendiri sehingga dimarahi oleh drivernya, mohon untuk diperbaiki ya",2,Negatif
"gercep,ramah,murah, amanah,top, recommended,sangat membantu untuk dunia per catering.an seperti saya, terimakasih Maxim 👍🙏🏻",5,Positif
"Maps nya sangat mengecewakan , klw maps tidak segera di perbaiki saya harap mari kita bersama tinggalkan maxim",1,Negatif
"Mapnya aneh, mau menyesuaikan dengan tempat ragu dengan ke akuratannya",2,Negatif
Aneh dengan promonya diaplikasi pengguna dan driver nominalnya ga sama...katanya promo tp ditagih driver beda lg,3,
"Sempet bingung karena Bapaknya ga nemu tempatnya, tapi overall Bapaknya ramah banget.",5,Positif
Buruk klo soal pencaraian alamat bikin susah nitik.. Sesuai d google maps tp g bisa nemuin d peta apk maxim,2,Negatif
aplikasinya sangat mudah serta pesanan aplikasinya cepet dan tidak mahal . tq sudah di bantu,5,Positif
Alamat susah dicari oleh aplikasi. Tolong perbaiki sistem demi kenyamanan customer,1,Negatif
"Udah petanya jelek,,sering salah,,dan kenapa saat saya menunggu lama driver maxim malah saya yang kena biaya menunggu..najis banget nih aplikaasi...",1,Negatif
"Sayang, ada pembayaran nontunai tapi ojol nya gak bisa nerima pembayaran nontunai, saldo saya stuck, dipake gak pada nerima, ditarik gak bisa, kecewa",1,Negatif
"pesan pertama kali dr bandara, dikenakan sucarge sm sales padahal pesannya lwt aplikasi bkan lewat sales. pas nanya2 driver katanya gausah bayar dan bnyk penumpang yg marah2 jg. harganya jd lebih mahal dibanding kompetitor",3,
Maxim keunggulan : harga murah Kekurangan : drivernya gak guna pada gak bisa baca map,1,Negatif
fastrespon.. akurat.. ramah.. lebih murah.. tingkat kan lagi dan pertahankan layanan.. terima kasih..,5,Positif
"Lebih murah drpd ojol lain, tp aplikasinya masih membingungkan dan ga user friendly. Tolong ditingkatkan design dan kefektifannya ya. Makasi",3,
"Yukk developer, tingkatkan agar pembayaran bisa via saldo digital.",4,Positif
Sdh d instal ulng sdh bs d perGunakan hanya maps nya tdk bs..U kmksi msh susah u buka pesan driver susah..,2,Negatif
"untuk tarif maxim sangat murah dan membantu kami, tapi untuk driver tolong lebih di sleksi dan di beri sangsi atas ketidak ramahan dan kesopanan, beda dengan dirver di platform lain, atau krana tarifnya murah driver jadi semena mena, tolong untk di tndk lanjuti ya",1,Negatif
sangat membantu. semoga gps nya bisa sesuai titik.. sukses selalu,5,Positif
"Update mapnya ada beberapa titik penjemputan yang sulit karna tidak ada di map maxim, kalo di google map ada",2,Negatif
sedikit saran untuk driver maxim.mohon untuk menambah durasi kecepatan dlm saat mengemudi.Karena menurut saya terlalu lambat untuk bisa cepat tiba di lokasi.dan ga bisa mengejar waktu.sudah beberapa kali saya menggunakan Maxim dan rata rata sama yg saya keluhkan 😊selebihnya baik🙏 sukses untuk Maxim tingkat kan pelayanan nya dan makin banyak peminatnya 🙏🤗,5,Positif
"drivernya baik, cpet, aplikasi lokasi nya stabil, makasih",5,Positif
mantap.. aplikasi juga mudah tidak berbelit-belit. driver juga ramah n baik.. tje best lah pokoknya..,4,Positif
"Saya mau kasih review ke supirnya ya,,,maaf banget mau kasih 👎tapi alasannya kurang sesuai,,,lebih ke tidak sopan sama pelayananya,,,masa dia(supir)berhentinya bukan depan rumah malah berhenti di depan sekali,,,terus g keluar tuh supir ,,,saya minta tilong bagasinya dibuka ,,malah bilang ga bisa,,,terus liat bawaan saya banyak eeh disuruh kenapa ga pesen yang ukuran L,,pdhl yg naik cuman ber dua ,,,bawaan banyak ya namanya juga mau ke rumah sakit pasti banyak,,,sebel pokoknya,,ga beretika",4,Positif
"Aplikasi penipuan... Hati-hati buat para pengguna baru maupun yang mau mendaftar kerja di maxim 100% aplikasi gak ada keamanan maupun segi penipuannya banyak... Lebih baik disarankan menggunakan aplikasi sebelah saja aman, terjamin.",1,Negatif
Aplikasi yang sangat baik untuk mengantarkan makanan maupun penumpang!!!,5,Positif
"Maxim makin hari makin jelek aja gada feedback nya kalo ada pengaduan driver nya jelek attitude, banyak yg modus minta duit lebih gausah dipake lagi ni apk",1,Negatif
"pelayanan dari para driver sangat baik dan selama diperjalanan keamanan dan kenyamanan sangat baik, the best emang🔥🇮🇩❄️",5,Positif
Sangat recomend untuk kirim barang wort it banget gampang cari titik dan murce semoga trs berkembang ya maxim,5,Positif
"Alhamdulillah pelayanan jujur sangat baik,harga juga ngk terlalu mahal sangat bersahabat, intinya berkendara menggunakan Maxim itu nyaman",5,Positif
"Maxim itu enaknya murah. cuma kelemahannya banyak alamat yg ga kedeteksi. dan apk selalu lemot kalau cuaca buruk. padahal jaringan 4G, bahkan pakai wifi ga ngaruh",3,
"mobile nyaman, nyetir enak sampe ketiduran sampe lupa bayar, untunge mase ingetin maaf ya mas hehehe",5,Positif
Murah tapi banyak kendala 1.Maps nya banyak yabg ga ada 2. Ada kasus saya tidak order tapi di aplikasi order di apamat yang jauh,2,Negatif
"drivernya sabar, mau membantu angkat2 barang, padahal barang bawaan banyak banget. Nyetirnya juga bikin nyaman, sampai anak saya ketiduran di perjalanan.",5,Positif
"sering naik maxim, tapi sering dapet driver yg agak"" bawa motornya ntah ngebut bgt hampir mau nabrak pengendara lain, jalanan bolong ditrabas, hampir mau nabrak tembok. murah sih tapi kualitasnya kurang. tingkatin lagi deh😔",1,Negatif
"Dulu selalu pake maxim karna murah meriah, tp makin kesini jd sering error. baru bgt pesen tbtb jd 2pesenan, pesen yg pertama kirain gabisa soalnya langsung ilang gitu. dan abangnya 22nya nyampe. untung drivernya yg satunya percaya. mana ujan deres, kasian drivernya . Tolong diperbaiki yaa. pelanggan Maxim udah banyak. jd kecewa",3,
sangat memuaskan dan ramah sopan tingkatkan lagi smoga tambah maju,5,Positif
"Gmana ni aplikasi maxim ny ,, stiap d buka rincian pesanan gk bisa trus, dan keluar mulu pas mau d chat driver ny",1,Negatif
"Aplikasinya sudah bisa digunakan ,tapi kenapa tidak bisa berkomunikasi dengan drivernya ya ,tolong segera diperbaiki lagi agar kami para pelanggan tetap puas dengan layanan maxim.",4,Positif
"aa nya ramah 😊, baik bnget pokonya 😊padahal salah lokasi penjemputan, tapi nge chat lagi akhirnya dijemput padahal jauh bnget .makasih bnget pokonya aa serasa tertolong bnget 🥹🥹🥹",5,Positif
Dari aplikasinya udah bagus dari Drift nya udah bagus map tolong di upgrade biar banyak titik penjemputan dan titik antara . kalo dari harganya udah murah si bagi saya,5,Positif
Parah sih.. mau pesen makan ribet banget udah gitu saldo maxim wallet ga bisa kepake padahal udah aktivasi dan terisi saldo. Ternyata fiturnya masih cooming soon. Ya kalau blm ada fiturnya gausah ada pilihan aktivasi dong. Mau ng cancel driver drama bener..udah di klik cancel berkali - kali malah di app driver belum ke cancel.,1,Negatif
"The best pokonya mah apk ini bikin mudah lebih murah dan gampang, driver nya juga udh banyak ada dimana mana, recommended pokonya mah lah, dan satu hal tolong di tingkatkan dalam sistem apk nya dan juga promosi di media sosial maupun offline nya tolong di tingkatkan lagi, masih banyak yg belum tau tentang apk Maxim ini",5,Positif
"masih banyak bug, deskripsi pesanan gak bisa diubah, chat kadang gak muncul",3,
"Pernah di kasih saldo seratus ribu dari promo maxim saat mau di pakai ternyata gk bisa di pakai, bayarannya tidak bisa menggunakan saldo akun saldo akun hanya digunakan sebagai potongan harga itu pun cuman kepotong seribu sampai dua ribu tidak lebih kecewa sih padahal saat promosi ownernya bilang saldonya bisa di pakain untuk mesen ojek nya ternyata tidak bisaaaa",1,Negatif
tolong untuk update berikutnya maps nya lebih detail lagi ya,4,Positif
"Driver tidak amanah, saya menyesalkan driver banyak yang meminta uang diluar order. Padahal diorderan harga tidak 2 kali lipat yang diminta. Mohon kepada pemilik sistem untuk mengetatkan filter dalam memilih driver. Berilah mereka kontrak kerja untuk menyesuaikan harga dengan realita. Berilah sanksi terhadap mereka yang meminta bayaran lebih diluar aplikasi. Bintang 1 untuk aplikasi karena di beberapa daerah masih saja ada driver yang menyimpang meminta bayaran 2 kali lipat.",1,Negatif
"Sy mau kasih masukan utk pengalaman sy hari ini..awal sy brgkat dg tujuan dr gayatri duren 3 ke arta kranji dptlah dg driver mnggunakan sigra dianter,namun memang tdk ada notif bahwa driver sdh ketmu cus,dan mulai perjalanan,smpe lah tjuan byr 83.200.stlah itu ditjuan&entah knp apa permainan dr driver ybs,tiba2 sy dpt chat wa dr driver bru mnanyakan titik jmput sy yg brusan pdhal sy sudah slsai smpe tjuan bru saja,drver kendaraan terios.& utk arah plng nya kmbli terjdi lagi.TLG lah dperbaiki.",3,
mantap drivernya cepat sekali ramah. saya kasih bintang 5 untuk Maxim dan drivernya,5,Positif
"Masalah biaya terbilang murah akan tetapi fiturnya membuat saya bingung hingga saya di salahkan drivernya, dan semoga kedepannya bisa di perbaiki lg aplikasi nya apalagi di bagian mapsnya tidak bisa mendeteksi rumah saya.",3,
"sangat memuaskan penjemput an sesuai waktu,driver ramah n bertanggung jawab sekali dg penumpang, tks maxim,tks pak driver",5,Positif
"Mas drivernya good, komunikasi lancar, tepat waktu sesuai amanah, makasih yh..",5,Positif
"mau pembatalan pesanan di bikin ribet,udh di pilih batal,tpi di driver ga ada pembatalan,aplikasi kaga jelas",2,Negatif
suka error' dan sulit dapat pengemudi semoga kedepannya sistemnya makin bagus dan banyak driver nya,4,Positif
"supirnya ramah,mobil bersih pokoknya nyaman di perjalanan",5,Positif
"Murah sih, cuma ya salah titik map nya, di perbaiki ya Mapnya usahakan sesuai, menghadeh",1,Negatif
"Maxim makin di perbaharui makin parah.. Masa lihat pesanan keluar terus.. Sebelum di perbaharui baik"" saja.. Aplikasi maxim makin sepi.. Dulu apkikasi docar sekarang sudah tidak beroperasi..apa akan sama dengan aplikasi docar nanti 👎👎",1,Negatif
Rute pengemudi ngga bisa dilihat...peta tidak nampak..masih banyak yg harus di perbaiki...semoga semakin bagus pelayanannya...harga sudah terjangkau👍,2,Negatif
Nih kenapa di hp saya Gak bisa buat di buka nya sampe cape loh uninstall trs anding nya Gak bisa di buka apakah bermasalah ya di hp saya tp saya pake Samsung Setelah Di update malah sama gak bisa juga nyesel jd nya di update Gak bisa Cari solusinya ya,5,Positif
"Tolong map ny di perbaiki, aplikasi lumayan sulit di gunakan , mengingat maps yg kurang akurat, dan salah sasaran",2,Negatif
"kesusahan DEVELOPER mengatur kode OTP untuk masuk, payahh!!! udah di coba di beberapa nomor kode OTP masuk tidak terkirim",1,Negatif
"Hari ini tanggal 19 mei 23 , pertama kali mengunakan aplikasi ojol maxim, harga memang murah tapi utk maps tidak terupdate, jelas sekali sy sudah ketik alamat yang saya tuju dan no rumah yng saya maksud , itu no rumah di komplek mana mungkin ada doble no rumah di komplek. Tapi driver malah salah kirim barang tsb. (driver info : saya sesuai dengan alamat yg ibu sampaikan di aplikasi) dan sy bilang itu bukan rumah yang saya tuju mas. (Jasa delivery barang)",2,Negatif
"Gue seneng sih pake maxim, soalnya murah. Tapi rutenya ituu suka gak ngotak, kasian drivernya malah kejauhan. Masalahnya ga semua driver kan bisa cari jalan sendiri yaa",4,Positif
"Benar² mengecewakan masak ongkir sudah tertera di aplikasi segitu,drivernya chat mintaknya malah lebih dari harga yg tertera di apk . Kadang juga main cancel aja. Mohonlah di tingkatkan lagi gpp harga hampir sama seperti go**k atau gr*b yg penting pelayanannya memuaskan . Gak seenaknya sendiri.",2,Negatif
"mantap, supirnya keren. menyelesaikaan orderan walau titik penurunan penumpang salah. salut sama drivernya",5,Positif
"Saya pengguna maxim, hampir tiap hari order yg utk delivery, pengambilan barang, tolong donk di perhatikan, masak dapat drivernya titik nya jauh bgt, kalau saya liqt di lokasi pengambilan msh byk driver yg standby tp malah ga nyantol orderan dr sy. Soalny suka kasihan jg ke driver nya kalau kejauhan begitu. Coba di update lg utk aplikasinya.",3,
"Titik lokasi gak akurat. Dapat drivernya juga jauhh. Sampek drivernya bolak balik nyasar, padahal driver yang dekat juga ada",2,Negatif
"pihak maxim tolong dong ditingkatin lagi keamanan privas nomor telepon pribadi costumer nya, saya udah beberapa kali di chatt lewa wa oleh beberapa driver, dimana mereka chatt saya diluar order saya, jujur saya risih jika terus menerus seperti ini, tolong ditingkatkan lagi ya buat keamanan privasi costumer nya",2,Negatif
"driver nya baik semua... tp yg jd masalah, hanya disistem lokasi yg tdk akurat",3,
"Sdh bbrp x naik Maxim,gak pake nunggu lama,dan aplikasinya simpel,gk ribet.",5,Positif
Kan saya udah download apk ini pas saya buka malah ga bisa terus malahan disuruh uninstal lalu disuruh instal lagi gitu aja terus padahal waktu download pertama kali bisa terus saya hapus apk nya lah berhubung saya mau download lagi eh malah ga bisa dibuka itu kenapa ya harap segera diperbaiki,2,Negatif
"Nunggu lama ketika mencari rider ketika cancel, baru di kasih ridernya.... terusss jadinya pesan 2 driver perbaiki lagi sistemnya... murah sih murah tapi tidak maximal",1,Negatif
"sbnrx ok..tp utk di lampung sk bgt naik maxim car yg ketika cm jarak antar dekat g mau idupin AC,pdhl sy pst ksh lebih ke driver.selain itu maxim car kalo tarif murah/hari libur ky g mu narik penumpang..wlupun di sekitar byk yg online tp ky sngaja g mau diambil orderanx (mungkin biar dipcepat n dpt byran lbh).belum lg pas knaikan BBM,g sedikit yg terang2an nodong di awl order. g usah jd driver maxim car kalo sombong beud dah! kalo motor ok..rata2 driver baik,wlu pst ad aj yg tengil.mksh maxim😃",3,
"overall gak pernah ada kendala sih pesan maxim, tp tolong update maps kalian donk, susah bgt mau masukin alamat atau titip maps sesuai alamat kita pasti diarahinnya ke nama yg udah ada aja.",5,Positif
"Ini gimana maxim,setelah di upgrade aplikasi malah eror,untuk masuk ke orderan dan chat driver tiba2 keluar sendiri,sudah di hapus aplikasi lalu download lagi masih juga begitu,gmna nih terpaksa uninstal dan pindah ke aplikasi lain kalo gitu",1,Negatif
"Ancuuuurrrrrrrrr,,,,,,,,.... Ni aplikasi ojol paling kagak jelas, udah ribet banyak yg gak terdaftar di peta sekarang malah petanya gk muncul sama sekali, jadi gk bisa cari titik. Udah di apus download lg masih sama aja, haha .Gk kepake sama sekali apus aja dah, byee",1,Negatif
"Sering terjadi Trouble pada aplikasi,bukan mempercepat malah memperlambat salut dah sama maxim ini mending aplikasi sebelah aja udah gpp mahalan dikit yang penting pemakaian aplikasi ga ribet dan gampang",1,Negatif
Aplikasi nyebelin tapi butuh. Barang udah dibawa. TPI dibawa muter2 SMA drivernya ambil orderan lain. Gimana nih? Keknya harus kasih taying driver ditegesin,1,Negatif
"Aplikasi yg menunggu lama kedatangan driver,kadang tarif berubah pas saya naik 12000 nah terus pas turun jadi 22000 penipuan,kadang pas jemput ga akurat saya di mana driver udah nyampe dititik jemput tapi ga ada.buang buang waktu mau kerja/atau anak sekolah",1,Negatif
"Harganya murah, terus dipertahankan ya. Hanya saran, tolong petanya dilengkapi, karena masih banyak titik yang tidak terekam di peta. Sukses selalu",4,Positif
Aplikasinya mudah digunakan. Drivernya jg gampang didapatkan dan ramah. Tarif jasanya jg relatif murah dibanding yg lainnya. Semoga ada banyak Promo kedepannya buat Customer dan Driver biar jadi ramai pengguna jasanya,5,Positif
"Iya, harganya lebih murah. Tapi sistem buat nyari alamat di map jelek. Jelek banget malah. Nyusahin orang tua yang susah baca map. Yang masih muda aja kadang kesulitan. Masalahnya itu adalah map yang tidak sesuai dengan kondisi realita di lapangannya. Udah, itu aja.",2,Negatif
mas nya baik... bawa motornya juga enak ... mementingkan keselamatan penumpang... g ugal-ugalan dan suka mengalah dari kendaraan yang lain...,5,Positif
"Minta tolong dong di kasi tempat foto nota. Udah beberapa kali kena bohongkan driver untuk totalan. Harga gak masuk akal totalannya. Bilang nya nota ilang, nota terbang. Tolong di tanggapi. Terimakasih",1,Negatif
Kalau bisa di update yang ok tampilan menu nya di food sangat sederhana sekali dan membingungkan harus nya seperti aplikasi ijo sebelah ada spesifikasi nya ... Ada jenis menu nya,1,Negatif
"Saya ketik alamat tujuan dan muncul beberapa opsi dengan tujuan yg sama. Saya pilih yg paling atas. Ternyata ditengah jalan driver sudah sampai sesuai dengan titik map. Saya merasa bukan tempat yg saya tuju. Driver malah menyalahkan saya. Saya bilang map maxim tidak update seperti Ojol lain. Driver mengatakan Ibu pesan aja di Ojol yg lain. Sangat disayangkan, selama menggunakan Ojol baru kali ini saya mendapatkan driver yg tidak sopan dan ramah 😔 Tolong diperbaiki titik map nya",3,
sudah dua kali pakai Maxim. pelayanannya selalu baik selalu . supirnya ramah dan tarifnya ramah dikantong. sangat bersahabat. maju terus. bakal langganan bintang deh,5,Positif
"ini bug atau apa, sejak beberapa bulan kemarin setelah update kenapa gabisa masukkan alamat rumah, udah dimasukin disuruh masukin lagi akhirnya ga bisa², kenapa sih ini, padahal saya update terus juga sudah, menyusahkan sekali",1,Negatif
baru 3x pake.. 1x pake maxim bike.. 2x pake maxim car.. maxim bike oke sih.. driver ramah.. maxim car nice jg sih... cm kenapa klo kita pesen maxim car.. klo penawaran tarifnya g di up itu... jarang ada driver yg mau ambil orderan kita.. mintanya di up tarif.. baru deh kita diangkut.. apa kek gini systemnya.. murah sih murah klo maen tawar-menawar mending g usah pake tarif murah deh.. sekalian aja jeblosin maunya berapa tarifnya... kek aplikasi ojol yg laen.. lebih simpel kan ??,4,Positif
Saya KAPOK dengan MAXIM diperlakukan kasar dan kurang ajar sama driver. Sudah gak tau jalan malah diturunkan ditengah jalan. Lama-lama bisa tutup maxim pelihara driver gak bagus.,1,Negatif
"tolong lebih ditingkatkan lg utk maps nya supaya lebih mudah dlm penggunaannya,buat lebih simpel dan akurat biar org tua sekali pun yg gaptek bisa menggunakannya",4,Positif
"Barusan saya pesen maxim, eh pas dipesen error aplikasinya sampai ga bisa masuk ataupun kembali ke menu pesan, taunya pas pulang ternyata sudah kepesan dan drivernya sudah tiba di tempat saya, tolong di perbaiki lagi untuk aplikasinya karena tidak hanya saya saja yang merasakan hal yang sama di waktu yang sama, trims",3,
"Lemot anjg, gabsa diajak kerja cepat, udh dipesen malah keluar sndiri, di cancel dan ulang lagi malah harus ribet ngisi data lgi dan itu juga lemot gada respon sama sekali",1,Negatif
"Murah sih, tapi untuk kwalitas nya sangat kuramg memuaskan, terutama untk kemanan customer seperti no hp yg tidak di privasi dan driver yang kadang seenaknya aja dengan customer",1,Negatif
"mapnya kenapa jelek banget? percuma juga meski murah kalo susah nyari alamat tujuan. sistem pencarian map buruk, banyak tempat yg gak muncul di map. buruk overall buruk seburuk buruknya, nilai plus cuma murah aja, selain itu buruk",1,Negatif
"Min tolong beri fitur terlihat motornya, kadang kita sebagai penumpang juga butuh motor yg nyaman.",1,Negatif
"Ini kenapa app Maxim di update malah gak bisa dibuka sama sekali, selalu ada notifikasi tutup aplikasi, info aplikasi dll... Padahal udah sangat berguna kemana mana pake Maxim.",1,Negatif
"Baru kali ini naek kendaraan online motornya mogok saya kira bakal ada potongan kondisi jarak masih jauh ke tempat kerja.tolong di tingkatkan lgi kualitasnya. Sama supir Maxim mobilnya tolong dong ,saya udah nunggu malah gak nyampe lokasi ,masalahnya jemput orang sakit, lagi urgent. Tambah tolong dong lebih ramah lagi untuk pengemudinya, kenapa pengemudi Maxim Suga ugal2n dan menjalan kan motor terlalu cepat banget, untuk keselamatan penumpang seharusnya di perhatikan lagi",1,Negatif
"Kalau boleh saran mungkin bisa di update opsi payment methodnya dan semoga bisa berkerja sama dengan payment method yang udah terkenal di Indonesia jadi lebih memudahkan customer dalam menggunakan aplikasi dalam segi pembayaran semoga dibaca oleh pihak maxim, soalnya saya pelanggan setia maxim",5,Positif
"sy baru 2x naik maxim jd blm tau bgt, pengalaman sy y lumayan lah kesannya bagus dan smoga lebih dipermudah lg cara pembayarannya slain cash mgkn bisa jd ""maximPAY"", td aja sy hampir lupa byr, hanya mau ngasih tips doank 😅 untung diingetin sm drivernya 😄 pokoknya bagus lah over klo bisa lebih dimudahkan lg smua2nya 😊 sukses slalu bt maxim 🙏😍",5,Positif
"Gimna sih maxim, orang udh bayar lewat top up malah dikira blm bayar padahal saldo saya aja udh berkurang, kecewa banget harga murah kualitas buruuuuuuuuk😡😡😡😡😡",1,Negatif
"Saya baru saja pesan maxim buat pulang kerumah, saya pikir ini seperti biasanya saya pulang naik gojek tapi saya lebih milih maksim karena lumayan murah, pas bertemu sama abang maximnya biasa2 aja tuh, saya nyaman2 aja, eh ternyata pas di tengah perjalanan abang teriak ke saya sambil marah, saya kaget dong karena tiba2 abangnya marah, saya pikir ada apaan, ternyata saya dibilang gerak kiri kanan, padahal kaki saya aja gak gerak cuma kepala doang yang saya gerakin, saya dah mikir bahwa saya slh..",1,Negatif
"Drivernya banyak yang tidak sesuai dengan data di aplikasi, ternyata sudah sangat banyak driver yang menjalnkan lebih dari 1 akun, tolonglah lebih selektif lagi dalam menerima mitra driver, ini untuk keamanan kami para pengguna aplikasi juga, terimakasih",1,Negatif
"setelah di update kok aplikasinya malah sering aneh, kadang alamat tujuan/penjemputan hilang sendiri, map/petanya pun sering ngaco arahnya",1,Negatif
kami gak bisa pake aplikasi ini selalu ada masalah. sumber mengalami kerusakan udah d uninstal masih tetap gak bisa😂😂,5,Positif
Aplikasinya kok jd gini...selalu ke interface awal...gak bisa chat atau batalin pesanan.. aneh,1,Negatif
"Titik penjemputan gk ke deteksi, cari titik terdekat. Driver lama gerak kealamatnya tapi pelanggan yg tarifnya dinaikin, awal booking 20.500 terus kenak masa tunggu karena lewat dari 4 menit, jadi 32rb cukup. Mungkin kalau Drivernya lebih lama lagi sampenya kenak 50rb kali,",1,Negatif
Mohon perbaiki bug dan maps nya. Sulit sekali nyari lokasi penjemputan. Alamat share lok di google maps gak bisa dilacak.,1,Negatif
"Maaf nih mim saya biasa nya pake maxim dan gak kenapa kenapa, ini di aplikasi nya sedang lagi ada masalah kah??soalnya saya biasa make terus sekarang kenapa gk bisa di buka ya aplikasi nya?? Tolong di jawab ya min, terimakasih",2,Negatif
"Tolong donk di tingkatkan bnyk driver di sekitar tp yg di dapat driver jauh sekali dari lokasi pesanan,trus kl pesan lamaaaaaaa sekali baru dapat",3,
tolong untuk driver dapat di percepat sejam lebih saya menunggu baru di acc dan untuk cancelnya jga tolong di perbaiki karena saya pernah cancel tapi tiba-tiba drivernya malah nelfon,1,Negatif
"Aplikasi nya udah bagus, mudah digunakan, cuman tolong titik nya dibuat lebih spesifik...kadang driver susah nyari nya...jadi makan waktu",4,Positif
Alhamdulillah dapet driver yg pengertian sudah jalan ± 1-2 km ehh tiba tiba ada yg ktinggalan Langsung nawarin balik lagi Mantap lah . Untuk bapak nya sehat sehat pak di lancarin rezeky nya Kalo ada bintang 100 sudah saya kasih bintang 100 Terimakasih maxim tetal setia menggunakan apk maxim,5,Positif
Kok aplikasi maxim saya tidak bisa digunakan....ketika sudah un install trus install ulang bisa dipake cm sekali saja Tolong infox,1,Negatif
"Susah untuk menentukan/mencari titik lokasi Tujuan harus menggunakan tanda peta terus mana map nya kurang tau,kadang kalau di google map ketika nulis tempat langsung ada tapi ini tidak ada susah banget,mana tadi pas cari driver udah ketemu dengan harga sekian tapi si driver nya minta lebih banyak dari harga yang di tentukan dengan alasan jauh dari titik penjemputan, akhirnya pindah ke grab langsung dapat drivernya lagii",3,
"Masnya Ramah, tepat waktu dan sangat berhati2 dalam berkendara dan membawa penumpangnya., suksesss selalu maxim.",5,Positif
"Tadi nyoba buat pesen makanan di sini, padahal niat nya mau liat harga dulu tapi malah langsung ke pesen alhasil pesenan nya aku batalin karena ongkos nya mahal banget terus ga bisa di batalin pesanan nya, coba dong sebelum pilihan co tampilin dulu harga ongkos kirim sama makanan nya, jangan langsung ke menu co biar tau total harga sebelum pesan, ini malah info nya ada pas udah ke co hdhdhd. Jadi untuk yang lagi baca jangan coba coba pesen makanan takutnya malah kaya aku😌",1,Negatif
Kanapa tiba tiba sistem mengalami kesalahan dan tidak bis buka padah sudah install dan uninstall berulang sdah 2 Minggu yang lalu,2,Negatif
Sudah berhasil mesan delivery. giliran mau balas pesan drivernya dan buka maps sama cek akun drivernya malah terkeluar sendiri alisa gak bisa dibuka dan berulang kali begitu terus. kasihan drivernya sampai ngubungin via Wa dikira orderan fiktip. kepada devloper maxim tolong aplikasinya diperbaikinlah.,2,Negatif
"cara membatalkan susah, trus toko yg tutup tapi diaplikasi masih terbuka akhirnya pas kurir datang tdk bisa pesan karna harusnya tutup tpi diaplikasi terbuka",1,Negatif
Apk awal2 sulit digunakan tp lama kelamaan mudah apalagi ada fitur reservasi bisa pesan dulu buat kedepannya jd ga repot order dadakan tarifnya jg murah..recomend buat yg laen minta kode promo kedriver buat dptn promo Maxim,5,Positif
"Knp aplikasi error terus dan tdk bisa di pakai""sumber bermasalah"" sdh uninstal dan download berulang ulang tp tetep gk bisa KECEWA!",1,Negatif
"Saya pengguna baru maxim sangat kecewa karna saya pesan yg tarif 30, ketika sampai ketujuan tarif nya berubah di apk menjadi 40, pesan dr saya jadi lah ojek transportasi yg jujur, jgn jadi penipu!!!!!!!",1,Negatif
"Pelayanan kurang bagus. Capek menunggu kurir ,karena ga bs dipantau si kurir lagi di posisi mana. Utk belanja si kurir sering ga mau utk bayarin / nalangin terlebih dahulu padahl nilai cuma 50.000 Alasannya baru keluar. Parkir sering tidak jujur seribu dibilang 2000 / 3000 Ga masuk akal..terpaksa karena kasihan kita kasih Padahal dia jujurpun akan saya kasih lebih. Kenapaasalah parkir aja sampe banyak yg bohong apalagi belanja sayur sering di up",1,Negatif
Kenapa apl maxsim di hp sya mau order malah jadi gak bisa...slalu ada tulisan lanjutkan otoritas blablablaa....login dgn namber udah tekan lanjutkan malah muter-muterr gak bisa terus,2,Negatif
tarif terjangkau utk semua kalangan..tapi kadang sinyal dan tujuan gk bisa dijangkau..GK nampak di peta Maxim...kadang harus jalan dulu agak jauh karena titik gk sesuai ..mohon diperbaiki utk maps nya Maxim.. sukses selalu utk ke depannya,5,Positif
"Ketika order, lama sekali untuk driver menemukan alamat. Karena alamat yang tertera pada aplikasi tidak diarahka dengan benar. Tolong perbaiki !!!",1,Negatif
Aplikasinya tidak terlalu bagus. Sudah daftar aplikasinya namun tidak bisa terdaftar nomor layanan . Dan titik map nya tidak sesuai. Mohon aplikasinya di perbaiki sistem kerja supaya lebih banyak lagi pemakai 🙏,1,Negatif
"Tidak bisa login, Kode Otp di nomor saya tidak masuk, email customer service juga NO RESPOND !! Udahlahh hentikan aja layanan kalian di indonesia.. BOIKOT MAXIM",1,Negatif
